SiND Event ID,Date,Country,Country ISO,Admin 1,Latitude,Longitude,Event Description,Reported Perpetrator,Reported Perpetrator Name,Aid Workers Killed,Aid Workers Injured,Aid Workers Kidnapped,Aid Workers Arrested,Sector Affected,Launch Type,Type of SV,Survivor Or Victim Sex,Adult or Minor ,dataset
86247,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"April 2024: Two ambulances were attacked and damaged by Israeli forces, killing three paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86248,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,April 2024: Two paramedics were killed in an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86249,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"April 2024: An ambulance was attacked and damaged by Israeli forces, killing one and injuring two paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86251,2024-04-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"April 2024: An ambulance was attacked and damaged by Israeli forces, killing one and injuring two paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86252,2024-04-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,April 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86253,2024-04-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,April 2024: One paramedic was injured in an attack by the Israeli forces. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86254,2024-05-06T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,May 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86255,2024-05-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,May 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86257,2024-05-13T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,May 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86258,2024-05-17T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,May 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86260,2024-05-07T00:00:00.000Z,OPT,PSE,Gaza Strip,,,07 May 2024: An Israeli forces quadcopter flew over a medical facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86263,2024-08-08T00:00:00.000Z,OPT,PSE,Gaza Strip,,,08 August 2024: A medical facility was bombed repeatedly by Israeli forces.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86265,2024-09-02T00:00:00.000Z,OPT,PSE,Gaza Strip,,,02 September 2024: The vicinity of a medical facility was hit by an Israeli airstrike.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Plane'],,,,['weapons']
86272,2023-10-23T00:00:00.000Z,OPT,PSE,Gaza Strip,,,23 October 2023: The vicinity of a medical facility was hit by Israeli forces.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86276,2024-05-01T00:00:00.000Z,OPT,PSE,Gaza Strip,,,01 May 2024: An Israeli forces quadcopter flew over a medical facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86280,2024-10-09T00:00:00.000Z,OPT,PSE,Gaza Strip,,,09 October 2024: Medical crews in a camp were fired at with an Israeli artillery shell while evacuating a medical facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Protection']",['Ground-Launched'],,,,['weapons']
86281,2024-10-10T00:00:00.000Z,OPT,PSE,Gaza Strip,,,10 October 2024: A medical facility was damaged by Israeli drones.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86283,2024-10-15T00:00:00.000Z,OPT,PSE,Gaza Strip,,,15 October 2024: The vicinity of a medical facility was struck by Israel drones.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86284,2024-10-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,As reported on 22 October 2024: Roads leading to a medical facility were destroyed by Israeli bombing. Patients and ambulance crews could not reach the facility.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86287,2024-11-13T00:00:00.000Z,Ethiopia,ETH,Amhara Region,9.8,39.7,"November 2024: An unspecified number of people were killed by an ENDF drone strike on the camp.
",Other,Ethiopian National Defense Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Drone'],,,,['weapons']
86288,2024-11-14T00:00:00.000Z,Ethiopia,ETH,Amhara Region,10.0,39.5,November 2024: Five people were killed and seven injured in an ENDF drone strike on a refugee shelter.,Other,Ethiopian National Defense Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Drone'],,,,['weapons']
86289,2024-10-07T00:00:00.000Z,Sudan,SDN,North Darfur State,13.6,25.3,"October 2024: At least ten civilians were killed and eight were injured in a camp by RSF artillery shelling, damaging a market, station and butchers.",Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,"['Protection', 'Food Security']",['Ground-Launched'],,,,['weapons']
86290,2024-10-06T00:00:00.000Z,Sudan,SDN,North Darfur State,13.6,25.3,October 2024: An unspecified number of people were killed and injured when over 20 RSF shells hit a camp. ,Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86293,2024-10-13T00:00:00.000Z,Sudan,SDN,North Darfur State,13.6,25.3,October 2024: An unspecified number of people were injured by RSF shelling on a camp.,Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,['Protection'],['Ground-Launched'],,,,['weapons']
86295,2024-10-24T00:00:00.000Z,Sudan,SDN,North Darfur State,13.6,25.3,October 2024: At least three people were killed and an unspecified number injured following an RSF artillery airstrikes on a camp.,Vigilante,Rapid Support Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86301,2024-05-31T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"May 2024: An ambulance was attacked and damaged by Israeli forces, killing two and injuring one paramedic.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86302,2024-06-01T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,June 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86303,2024-06-08T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,June 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86304,2024-06-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,June 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86305,2024-06-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,June 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86306,2024-06-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,June 2024: One paramedic was injured after an attack by Israeli forces. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86307,2024-06-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,June 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86308,2024-06-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,June 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86309,2024-07-11T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,July 2024: One paramedic was injured after an attack by Israeli forces. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86310,2024-08-09T00:00:00.000Z,Lebanon,LBN,South Governorate,,,August 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86311,2024-08-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,August 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86312,2024-08-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,August 2024: Four paramedics were killed and two others were injured after an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86313,2024-08-12T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,August 2024: A paramedic was killed after an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86314,2024-08-15T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"August 2024: An ambulance was attacked and damaged by Israeli forces, injuring four paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86315,2024-08-15T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"August 2024: An ambulance was attacked and damaged by Israeli forces, injuring three paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86316,2024-08-17T00:00:00.000Z,Lebanon,LBN,South Governorate,,,August 2024: A paramedic was killed after an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86317,2024-08-19T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,August 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86318,2024-08-25T00:00:00.000Z,Lebanon,LBN,South Governorate,,,August 2024: Two paramedics were injured in an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Unspecified Launch Method'],,,,['weapons']
86319,2024-09-07T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: A paramedic was injured in an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86320,2024-09-07T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"September 2024: An ambulance was attacked and damaged by Israeli forces, killing one paramedic and injuring six others. ",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86321,2023-10-07,OPT,PSE,Gaza Strip,,,07 October2023: A Red Cross health worker was shot and injured by Israeli forces while transporting the wounded.,Host Government: Military,Israeli Defence Forces,0.0,1.0,0.0,0.0,[],[],,,,['aid_workers']
86331,2024-12-03,Syria,SYR,Idleb Governorate,35.9,36.6,December 2024: An NGO health worker was injured alongside his wife when their home was struck by shelling. ,Host Government: Military,Syrian or Russian Forces,0.0,1.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Air-Launched: Plane'],,,,"['weapons', 'aid_workers']"
86333,2024-02-22T00:00:00.000Z,OPT,PSE,Gaza Strip,,,22 February 2024: Shrapnel flew into a Red Cross centre when Israeli forces fired artillery shells in the vicinity.,Host Government: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,"['Health Care', 'Aid Operations']",['Ground-Launched'],,,,['weapons']
86339,2024-12-03T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"December 2024: A health worker was killed by a suspected Israeli drone strike. 
",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Air-Launched: Drone'],,,,['weapons']
86342,2024-09-09T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86343,2024-09-10T00:00:00.000Z,Lebanon,LBN,South Governorate,,,September 2024: Two ambulances were attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86344,2024-09-10T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: A paramedic was injured in an attack by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86345,2024-10-03T00:00:00.000Z,Lebanon,LBN,Akkar Governorate,,,As reported in October 2024: One person was killed and a number of others injured during an airstrike in a camp.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86346,2024-09-16T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86347,2024-09-22T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: Three ambulances were attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86348,2024-09-22T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: An ambulance was attacked and damaged by Israeli forces.,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86349,2024-09-23T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"September 2024: An ambulance was attacked and damaged by Israeli forces, injuring two paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86350,2024-09-23T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,September 2024: Two paramedics were injured in an attack by Israeli forces,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86351,2024-09-23T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"September 2024: An ambulance and a rescue vehicle was attacked and damaged by Israeli forces, injuring four paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86352,2024-09-23T00:00:00.000Z,Lebanon,LBN,Nabatieh Governorate,,,"September 2024: An ambulance was attacked and damaged by Israeli forces, injuring two paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
86353,2024-10-05T00:00:00.000Z,Lebanon,LBN,Mount Lebanon Governorate,,,"October 2024: Shelters at a camp were damaged by Israeli airstrikes, leading to increased displacement.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86354,2024-10-05T00:00:00.000Z,Lebanon,LBN,North Governorate,,,October 2024: Four people were killed in a camp by Israeli airstrikes. ,Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Protection'],['Air-Launched: Plane'],,,,['weapons']
86355,2024-09-23T00:00:00.000Z,Lebanon,LBN,South Governorate,,,"September 2024: An ambulance was attacked and damaged by Israeli forces, killing two paramedics.",Foreign Forces: Military,Israeli Defence Forces,0.0,0.0,0.0,0.0,['Health Care'],['Unspecified Launch Method'],,,,['weapons']
